last_name, first_name,player_id,year,player_age,p_game,p_formatted_ip,p_total_pa,p_ab,p_total_hits,p_single,p_double,p_triple,p_home_run,p_strikeout,p_walk,p_k_percent,p_bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,p_earned_run,p_run,p_save,p_blown_save,p_win,p_loss,p_era,p_opp_batting_avg,xba,xslg,woba,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,n,n_ff_formatted,ff_avg_speed,ff_avg_spin,n_sl_formatted,sl_avg_speed,sl_avg_spin,n_ch_formatted,ch_avg_speed,ch_avg_spin,n_cukc_formatted,cu_avg_speed,cu_avg_spin,n_sift_formatted,si_avg_speed,si_avg_spin,n_fc_formatted,fc_avg_speed,fc_avg_spin,n_fs_formatted,fs_avg_speed,fs_avg_spin,n_kn_formatted,kn_avg_speed,kn_avg_spin,
Rodriguez, Jose,642578,2019,24,9,19.2,84,73,17,11,1,0,5,13,11,15.5,13.1,.233,.452,.333,.785,6,6,0,0,0,1,2.75,.233,.279,.499,.334,.372,.373,.220,87.5,14.7,38.3,10,329,38.6,93.4,2267,21.3,84.6,2241,15.5,86.1,2121,17,80,2411,7.6,93.2,2204,,,,,,,,,,
Agrazal, Dario,642607,2019,25,15,73.1,321,290,82,52,13,2,15,41,18,12.8,5.6,.283,.497,.343,.839,40,43,0,0,4,5,4.91,.283,.271,.473,.354,.344,.334,.202,87.3,14.8,34.9,6.7,1148,12.5,90.8,2270,18.9,83,2247,13.4,85.6,1786,,,,55.2,91.1,2233,,,,,,,,,,
Harvey, Joe,642840,2019,27,18,18.0,84,68,18,13,1,1,3,17,13,20.2,15.5,.265,.441,.393,.834,10,11,0,0,1,0,5.00,.265,.239,.361,.360,.348,.382,.122,91.3,12.6,34.6,7.7,361,75.9,95.2,2507,22.2,87.2,2637,1.9,90.8,1827,,,,,,,,,,,,,,,,
Brault, Steven,643230,2019,27,25,113.1,505,441,117,72,29,1,15,100,53,19.8,10.5,.265,.438,.350,.788,65,69,0,0,4,6,5.16,.265,.254,.433,.338,.335,.343,.179,90.5,10.2,34.3,6.1,2001,50.6,92.1,2068,6,81.2,2192,14.2,84.3,1582,1,71.1,2032,13.4,91.3,1888,14.6,83.5,2211,,,,,,,
Cimber, Adam,643256,2019,29,68,56.2,244,218,56,39,10,1,6,41,19,16.8,7.8,.257,.394,.324,.718,28,29,1,2,6,3,4.45,.257,.255,.392,.306,.310,.324,.137,87.9,4.8,29.4,5.6,797,16.9,85.9,2166,32.2,75.4,2153,,,,,,,50.8,84.9,2133,,,,,,,,,,
Fry, Paul,643316,2019,27,66,57.1,255,219,54,35,11,1,7,55,29,21.6,11.4,.247,.402,.349,.751,34,39,3,5,1,9,5.34,.247,.230,.355,.326,.308,.336,.125,88,2.9,29.7,4.8,1076,52.3,90.7,2404,46.3,83.9,2737,1.4,87.7,1840,,,,,,,,,,,,,,,,
Godley, Zack,643327,2019,29,33,92.0,407,354,96,58,20,4,14,70,42,17.2,10.3,.271,.469,.351,.820,61,62,2,0,4,5,5.97,.271,.276,.479,.347,.361,.362,.203,89.5,11.6,37,8.3,1548,0.1,91.3,2255,,,,6,83.3,1717,42.1,81.8,2123,35.5,89.9,2202,16.3,88.5,2238,,,,,,,
Green, Chad,643338,2019,28,54,69.0,295,267,66,40,14,2,10,98,19,33.2,6.4,.247,.427,.308,.735,32,35,2,0,4,4,4.17,.247,.221,.404,.312,.299,.290,.183,91.6,17.6,39,11.6,1276,77.1,96.4,2463,20.9,87.6,2250,,,,,,,,,,,,,2,88.7,1983,,,,
Palumbo Jr., Joe,643478,2019,25,7,16.2,81,70,21,8,6,0,7,21,8,25.9,9.9,.300,.686,.383,1.068,17,17,0,0,0,3,9.18,.300,.281,.597,.435,.401,.370,.316,92.3,17.1,36,12,333,57.4,93.9,2451,,,,17.4,87.1,1645,25.2,78.9,2530,,,,,,,,,,,,,
Pruitt, Austin,643493,2019,30,14,47.0,193,177,47,29,10,1,7,39,12,20.2,6.2,.266,.452,.306,.758,23,23,0,0,3,0,4.40,.266,.253,.412,.314,.301,.299,.159,88.3,6.5,34.5,7.7,720,42.9,91.9,2408,23.3,87.4,2658,19.2,86.1,1873,13.6,81.6,2999,1,91,2412,,,,,,,,,,
Rogers, Tyler,643511,2019,29,17,17.2,70,65,12,9,3,0,0,16,3,22.9,4.3,.185,.231,.229,.459,2,3,0,2,2,0,1.02,.185,.182,.235,.214,.218,.241,.052,84.4,0.6,18,0,255,58,82.2,1850,32.9,72.8,2294,,,,,,,9,83.1,1893,,,,,,,,,,
Zeuch, T.J.,643615,2019,24,5,22.2,99,88,22,13,7,0,2,20,11,20.2,11.1,.250,.398,.333,.731,12,13,0,0,1,2,4.76,.250,.302,.513,.316,.380,.380,.211,90.1,8.9,44.1,11.8,404,3,90.7,2218,19.6,83.4,2009,19.6,83.1,1779,8.4,75.5,2142,49.5,91.9,2192,,,,,,,,,,
Reininger, Zac,643617,2019,26,25,28.0,140,122,44,16,15,2,11,17,16,12.1,11.4,.361,.787,.429,1.215,27,28,0,0,0,3,8.68,.361,.332,.649,.481,.440,.411,.317,91,14.5,41.1,12.1,510,33.7,94.4,2305,22.5,83.8,2509,4.1,84.2,1624,13.3,80.5,2660,26.3,93.1,2183,,,,,,,,,,
Webb, Tyler,643778,2019,29,65,55.0,221,192,33,19,5,2,7,48,23,21.7,10.4,.172,.328,.262,.591,23,23,1,0,2,1,3.76,.172,.210,.361,.252,.285,.299,.150,86.4,15.4,33.1,5.4,882,37.2,89.9,2197,,,,19.4,79.7,1768,15.4,76.7,2283,28,89.8,2144,,,,,,,,,,
Alcantara, Sandy,645261,2019,24,32,197.1,838,743,179,111,43,2,23,151,81,18.0,9.7,.241,.397,.320,.717,85,94,0,0,6,14,3.88,.241,.243,.423,.308,.321,.324,.180,87.3,11.8,29.9,6.5,3090,30.2,95.6,2356,21.5,86,2478,12.1,89.1,1923,8.6,82,2481,27.6,95.3,2393,,,,,,,,,,
Soroka, Mike,647336,2019,22,29,174.2,701,647,153,116,21,2,14,142,41,20.3,5.8,.236,.340,.287,.627,52,56,0,0,13,4,2.68,.236,.255,.387,.272,.303,.307,.132,88.2,6.7,32.4,5.1,2555,18.7,92.9,2362,24.3,83.2,2776,12.4,81.2,2178,,,,44.6,92.3,2175,,,,,,,,,,
Hernandez, Darwinzon,650382,2019,23,29,30.1,147,117,27,16,10,0,1,57,26,38.8,17.7,.231,.342,.381,.723,15,18,0,0,0,1,4.45,.231,.158,.220,.327,.264,.325,.062,86.5,8.6,34.4,0,666,74.2,95.5,2354,24.9,82.7,2624,,,,0.6,76,2588,0.3,97.7,2444,,,,,,,,,,
Civale, Aaron,650644,2019,24,10,57.2,227,204,44,23,15,2,4,46,16,20.3,7.0,.216,.368,.269,.636,15,18,0,0,3,4,2.34,.216,.233,.347,.269,.278,.289,.114,87,15,31.1,2.4,861,3.3,92,2415,14.4,83.6,2805,6.6,84.2,2089,11,75.5,2930,35.1,92.6,2268,29.6,87.9,2624,,,,,,,
Quijada, Jose,650671,2019,24,34,29.2,144,113,27,10,6,1,10,44,26,30.6,18.1,.239,.575,.396,.971,19,20,1,1,2,3,5.76,.239,.243,.488,.398,.377,.402,.245,89.6,16.3,40,12.9,647,71.9,93.3,2387,,,,16.7,85.4,1710,11.4,80.2,2531,,,,,,,,,,,,,
Cabrera, Genesis,650893,2019,23,13,20.1,99,84,23,17,4,0,2,19,11,19.2,11.1,.274,.393,.364,.756,11,16,1,0,0,2,4.87,.274,.248,.407,.332,.329,.346,.159,87.7,15.4,29.9,6,372,54,96.4,2251,,,,17.5,88.2,1776,21.5,82.7,2571,7,95.2,2232,,,,,,,,,,
Castillo, Diego,650895,2019,25,65,68.2,290,257,59,40,9,2,8,81,26,27.9,9.0,.230,.374,.310,.684,26,32,8,2,5,8,3.41,.230,.196,.322,.292,.265,.282,.126,87.9,8,22.5,5.6,1119,3.8,98.4,2046,51.5,88.7,2348,,,,,,,44.8,98.2,2123,,,,,,,,,,
Altavilla, Dan,656186,2019,27,17,14.2,64,50,9,6,2,0,1,18,12,28.1,18.8,.180,.280,.328,.608,9,9,0,2,2,1,5.52,.180,.137,.236,.277,.252,.301,.099,86.8,11.5,23.5,5.9,280,59.3,96.6,2389,40.7,87.9,2905,,,,,,,,,,,,,,,,,,,
Beeks, Jalen,656222,2019,26,33,104.1,464,409,115,76,27,0,12,89,40,19.2,8.6,.281,.435,.353,.789,50,56,1,0,6,3,4.31,.281,.273,.444,.337,.342,.349,.171,88.5,10.1,35,7.4,1820,44,92,2005,,,,31.4,87.2,1837,18.8,75.1,2586,0.1,92.7,2047,5.7,85.9,2167,,,,,,,
Brigham, Jeff,656257,2019,27,32,38.1,161,145,36,24,3,1,8,39,14,24.2,8.7,.248,.448,.317,.765,19,20,1,1,3,2,4.46,.248,.260,.472,.318,.334,.327,.211,88.4,19.7,33.6,9.3,690,51.4,96.6,2428,48.6,83,2991,,,,,,,,,,,,,,,,,,,
Burke, Brock,656271,2019,23,6,26.2,120,105,30,18,6,0,6,14,11,11.7,9.2,.286,.514,.358,.873,22,22,0,0,0,2,7.43,.286,.265,.470,.367,.347,.343,.205,86.6,8.7,31.2,7.5,476,43.3,92,2194,0.6,84.7,2328,15.3,85.2,2170,22.3,80.3,2201,18.5,90.8,2093,,,,,,,,,,
Canning, Griffin,656288,2019,23,18,90.1,384,341,80,45,17,4,14,96,30,25.0,7.8,.235,.431,.307,.738,46,46,0,0,5,6,4.58,.235,.219,.402,.312,.300,.295,.182,87.9,17.4,31.6,7.6,1552,42.3,93.9,2335,28.9,88.9,2506,12.8,89.1,1671,16,82,2425,,,,,,,,,,,,,
Cease, Dylan,656302,2019,24,14,73.0,326,288,78,48,13,2,15,81,35,24.8,10.7,.271,.486,.353,.839,47,51,0,0,4,7,5.79,.271,.242,.423,.353,.323,.327,.180,87.9,12.1,32.7,7.7,1364,47.4,96.5,2449,21,84.7,2622,8.9,83.1,1626,18.5,79.5,2622,4.2,96.3,2403,,,,,,,,,,
Coonrod, Sam,656322,2019,27,33,27.2,114,94,19,14,2,0,3,20,15,17.5,13.2,.202,.319,.333,.652,11,11,0,1,5,1,3.58,.202,.183,.323,.294,.294,.321,.140,87.8,11.3,21.3,5.3,452,32.1,96.6,2380,17,86.5,2816,17.7,88.7,1767,,,,33.2,96.3,2206,,,,,,,,,,
Davis, Austin,656354,2019,26,14,20.2,98,81,22,13,3,0,6,24,14,24.5,14.3,.272,.531,.398,.929,15,15,0,0,0,0,6.53,.272,.263,.463,.389,.370,.391,.200,87.9,12.5,42.1,7,407,58,93.8,2430,6.6,84.5,2533,18.2,84.8,2249,17.2,82.6,2622,,,,,,,,,,,,,
Flaherty, Jack,656427,2019,24,33,196.1,772,704,135,85,24,1,25,231,55,29.9,7.1,.192,.335,.255,.590,60,62,0,0,11,8,2.75,.192,.206,.348,.254,.269,.270,.142,86.5,15.2,31.7,6.5,3078,46.7,94.3,2225,27.4,84.8,2384,2,86.2,1704,12.1,78.2,2504,11.8,92.1,2017,,,,,,,,,,
Ginkel, Kevin,656464,2019,25,25,24.1,96,86,15,10,3,0,2,28,9,29.2,9.4,.174,.279,.250,.529,4,7,2,0,3,0,1.48,.174,.205,.329,.236,.268,.281,.124,88.2,15.8,46.6,3.4,396,54,93.5,2145,44.9,83.5,2120,1,83.7,1784,,,,,,,,,,,,,,,,
Hoffman, Jeff,656546,2019,26,15,70.0,315,272,77,37,18,1,21,68,34,21.6,10.8,.283,.588,.365,.953,51,51,0,0,2,6,6.56,.283,.285,.562,.390,.388,.371,.277,90.3,16.2,33,12.9,1256,58.8,93.7,2453,1,83.7,2486,11.4,84.3,1425,28.9,77.1,2624,,,,,,,,,,,,,
Holder, Jonathan,656547,2019,26,34,41.1,181,168,43,27,7,1,8,46,11,25.4,6.1,.256,.452,.309,.762,29,32,0,2,5,2,6.31,.256,.228,.402,.319,.290,.284,.173,88.3,16.1,33.6,8.2,693,54.5,92.1,2335,25,80.8,2779,16.5,86,1848,,,,,,,4,84.9,2444,,,,,,,
Keller, Mitch,656605,2019,23,11,48.0,227,207,72,46,17,3,6,65,16,28.6,7.0,.348,.546,.392,.938,38,41,0,0,1,5,7.13,.348,.206,.301,.392,.250,.265,.095,87.2,10.9,33.8,5.5,753,59.5,95.4,2473,20.8,87.6,2661,3.7,91,1705,15.9,81.1,2770,,,,,,,,,,,,,
Martin, Brett,656685,2019,24,51,62.1,280,257,72,51,14,0,7,62,18,22.1,6.4,.280,.416,.329,.745,33,38,0,1,2,3,4.76,.280,.266,.420,.315,.323,.323,.153,89.8,6.3,29.3,5.6,1022,29,94,2348,34,85.1,2276,,,,13.8,80.9,2256,23.3,93.6,2272,,,,,,,,,,
Martin, Corbin,656686,2019,24,5,19.1,92,80,23,10,5,0,8,19,12,20.7,13.0,.288,.650,.380,1.030,12,14,0,0,1,1,5.59,.288,.257,.475,.419,.355,.354,.219,90.3,13.5,32.8,8.2,372,62.6,95.3,2413,7.3,89,2448,11,87.3,2046,19.1,83.6,2666,,,,,,,,,,,,,
McKay, Brendan,656713,2019,24,13,49.0,216,198,53,29,15,1,8,56,16,25.9,7.4,.268,.475,.319,.794,28,32,0,0,2,4,5.14,.268,.255,.446,.333,.321,.309,.191,91.2,17.5,36.1,10.4,878,57.2,93.7,2231,,,,3.6,86.4,1668,26.2,81.7,2032,,,,13,89.1,2152,,,,,,,
McRae, Alex,656725,2019,26,11,26.2,132,113,36,21,6,0,9,19,16,14.4,12.1,.319,.611,.417,1.027,26,30,0,0,0,4,8.78,.319,.261,.482,.424,.363,.367,.222,90.8,11.7,36.2,8.5,497,18.7,92.3,2154,19.7,87.2,2290,8.9,86.2,1454,13.5,80,2427,39.2,92.6,2182,,,,,,,,,,
Newcomb, Sean,656794,2019,26,55,68.1,293,259,61,42,10,1,8,65,29,22.2,9.9,.236,.375,.317,.692,24,28,1,2,6,3,3.16,.236,.238,.375,.299,.305,.321,.138,87.3,11.6,28.6,4.6,1181,65.2,94.3,2240,8.1,81.4,2841,6.9,87.4,1618,19.7,78.8,2874,,,,,,,,,,,,,
Reid-Foley, Sean,656887,2019,24,9,31.2,150,126,33,20,8,0,5,28,21,18.7,14.0,.262,.444,.373,.818,15,20,0,0,2,4,4.26,.262,.246,.421,.352,.341,.361,.174,88.9,11.7,36.4,7.1,612,48.5,92.5,2105,34,83.8,2166,8.7,85.6,1604,7.4,81.1,2077,1.5,92.7,2148,,,,,,,,,,
Scott, Tanner,656945,2019,25,28,26.1,122,101,28,19,5,0,4,37,19,30.3,15.6,.277,.446,.402,.847,14,17,0,1,1,1,4.78,.277,.217,.366,.363,.314,.351,.150,91.5,6.2,37.5,7.8,463,55.5,95.9,2412,41.3,88.7,2586,,,,,,,3.2,95.5,2337,,,,,,,,,,
Sheffield, Justus,656954,2019,23,8,36.0,168,145,44,28,10,1,5,37,18,22.0,10.7,.303,.490,.387,.877,22,22,0,0,0,1,5.50,.303,.246,.406,.375,.328,.341,.160,90.7,7.1,29.4,5.5,673,47.8,92.8,1835,35.7,84.2,2475,16.3,87.7,1730,0.1,79.4,2404,,,,,,,,,,,,,
Smeltzer, Devin,656970,2019,24,11,49.0,202,189,50,31,8,3,8,38,12,18.8,5.9,.265,.466,.312,.777,21,23,1,0,2,2,3.86,.265,.280,.486,.326,.344,.326,.207,90.2,16.7,31.1,7.3,732,45.9,89.1,2433,4.1,82.8,2429,25.5,82.8,1794,24.5,76.8,2738,,,,,,,,,,,,,
Sobotka, Chad,656977,2019,26,32,29.0,134,112,28,18,4,0,6,38,19,28.4,14.2,.250,.446,.373,.820,20,22,0,0,0,0,6.21,.250,.230,.415,.354,.339,.357,.184,90.4,12.3,31.1,6.8,563,56,96.1,2499,43.2,84.8,2959,0.4,87.3,2442,,,,0.5,96.1,2474,,,,,,,,,,
Swanson, Erik,657024,2019,26,27,58.0,245,230,56,28,10,1,17,52,12,21.2,4.9,.243,.517,.286,.803,37,41,2,0,1,5,5.74,.243,.254,.505,.328,.336,.298,.250,91.4,16.4,33.5,12.3,970,67.2,92.7,2275,18.4,85.4,2221,14.4,85.8,1631,,,,,,,,,,,,,,,,
Taylor, Josh,657031,2019,26,52,47.1,194,175,40,30,5,0,5,62,16,32.0,8.2,.229,.343,.299,.642,16,17,0,2,2,2,3.04,.229,.196,.321,.280,.261,.273,.125,86.5,13.2,32.5,7,783,45.2,94.8,2291,38.4,87.5,2346,0.1,88.6,2109,1.5,79.9,2237,14.7,94.9,2260,,,,,,,,,,
Toussaint, Touki,657053,2019,23,24,41.2,198,163,44,30,9,0,5,45,26,22.7,13.1,.270,.417,.389,.806,26,28,0,1,4,0,5.62,.270,.225,.377,.352,.324,.355,.153,87.9,14.1,34.2,8.3,777,24.3,93.7,2226,,,,,,,27.4,77.5,2470,24.8,93.2,2202,,,,23.4,86.4,1465,,,,
Webb, Jacob,657097,2019,26,36,32.1,131,117,24,12,8,0,4,28,12,21.4,9.2,.205,.376,.282,.659,5,10,2,2,4,0,1.39,.205,.209,.361,.284,.283,.288,.152,88.5,18,35.6,6.7,534,54.5,95.1,2450,,,,12.4,85.8,2367,33.1,81.6,2472,,,,,,,,,,,,,
Wright, Kyle,657140,2019,24,7,19.2,93,79,24,13,6,1,4,18,13,19.4,14.0,.304,.557,.409,.966,19,19,0,0,0,3,8.69,.304,.300,.549,.401,.400,.405,.249,90.9,12,41,9.8,351,42.7,94.7,2412,25.9,87.1,2477,7.7,85.6,1769,12,80.7,2682,11.7,94.1,2309,,,,,,,,,,
Yamamoto, Jordan,657141,2019,23,15,78.2,325,282,54,30,13,0,11,82,36,25.2,11.1,.191,.355,.292,.647,39,42,0,0,4,5,4.46,.191,.213,.358,.281,.295,.312,.146,90.1,17.3,29.7,5.9,1286,48.8,91.5,2245,14.6,78.9,2780,3.7,83,1853,14.4,74.7,2638,0.8,90.7,2377,17.8,85.9,2505,,,,,,,
Jewell, Jake,657228,2019,26,18,26.1,114,102,28,16,3,1,8,23,8,20.2,7.0,.275,.559,.342,.901,20,20,0,0,0,0,6.84,.275,.266,.486,.371,.353,.337,.220,89.5,0.8,25,11.3,412,37.9,94.4,2182,35.7,84.8,2322,14.6,88.6,1652,,,,11.9,94.3,2156,,,,,,,,,,
Webb, Logan,657277,2019,23,8,39.2,174,158,44,28,9,2,5,37,14,21.3,8.0,.278,.456,.339,.795,23,25,0,0,2,3,5.22,.278,.290,.455,.336,.345,.350,.165,89.1,7.7,36.9,5.7,676,43.8,93.2,2238,23.5,81.9,2718,20.1,84.9,1576,,,,12.6,91.8,2055,,,,,,,,,,
DuRapau, Montana,657566,2019,27,14,17.1,90,79,27,16,6,1,4,22,9,24.4,10.0,.342,.595,.422,1.017,18,24,0,0,0,1,9.35,.342,.297,.457,.424,.364,.383,.160,91.4,15.6,45.6,7,327,45.9,92.2,2438,,,,3.4,85.3,2034,13.8,81.2,2966,,,,37,86.3,2846,,,,,,,
Ferguson, Caleb,657571,2019,23,46,44.2,204,167,39,22,10,0,7,54,27,26.5,13.2,.234,.419,.353,.772,24,26,0,0,1,2,4.84,.234,.245,.404,.331,.334,.364,.159,87.3,14.9,41.9,6.8,824,78,94.4,2311,,,,0.2,85.8,1917,21.7,76.2,3023,,,,,,,,,,,,,
Garrett, Reed,657585,2019,26,13,15.1,77,63,24,13,8,0,3,10,13,13.0,16.9,.381,.651,.494,1.144,14,15,0,1,0,0,8.22,.381,.296,.583,.475,.424,.424,.287,94.1,12.4,34,15.1,319,64.3,95.7,2291,25.4,85.2,2465,,,,,,,,,,7.5,90.5,2404,2.8,88,1740,,,,
Hildenberger, Trevor,657610,2019,29,22,16.1,88,76,30,20,8,0,2,15,7,17.0,8.0,.395,.579,.455,1.033,19,19,1,0,2,2,10.47,.395,.317,.483,.432,.384,.399,.166,89.7,11.1,42.9,6.3,326,5.2,90.8,2008,26.1,76.6,2269,36.8,76.7,1617,,,,31.9,87.3,1934,,,,,,,,,,
Hill, Tim,657612,2019,29,46,39.2,161,143,31,22,5,0,4,39,13,24.2,8.1,.217,.336,.298,.634,16,17,1,1,2,0,3.63,.217,.198,.315,.275,.262,.283,.117,88,3.2,28.6,4.8,612,31.4,90.4,2241,24.3,78,2109,,,,,,,44.3,89.9,2086,,,,,,,,,,
James, Josh,657624,2019,26,49,61.1,266,227,46,28,7,1,10,100,35,37.6,13.2,.203,.374,.320,.694,32,34,1,2,5,1,4.70,.203,.169,.281,.304,.263,.291,.112,89.7,16.9,33.9,4.7,1132,63.3,97.1,2414,20.5,84.5,2537,14.6,89,1870,1.6,81.6,2560,,,,,,,,,,,,,
Garcia, Edgar,658305,2019,23,37,39.0,172,143,38,22,5,0,11,45,26,26.2,15.1,.266,.531,.372,.904,25,25,0,0,2,0,5.77,.266,.235,.484,.373,.348,.349,.249,89.5,17.6,33.7,11.9,705,43.4,93.8,2307,48.2,87.1,2360,1.6,89.1,1707,,,,6.8,94.4,2273,,,,,,,,,,
Fernandez, Junior,658551,2019,22,13,11.2,54,44,9,7,0,0,2,16,6,29.6,11.1,.205,.341,.352,.693,7,7,0,3,0,1,5.40,.205,.230,.364,.315,.336,.372,.134,90.7,1.7,39.3,7.1,218,,,,26.6,86.9,2168,31.7,86.1,1917,,,,41.7,96.8,2131,,,,,,,,,,
Wilkerson, Aaron,658792,2019,30,8,16.0,80,70,25,17,4,0,4,11,9,13.8,11.3,.357,.586,.425,1.011,13,13,0,0,0,0,7.31,.357,.255,.398,.417,.313,.335,.143,86.4,18.1,30,1.7,333,50.5,89.8,2350,17.4,82.7,2194,15,83.2,1554,17.1,74.5,2348,,,,,,,,,,,,,
Lamet, Dinelson,659275,2019,27,14,73.0,313,274,62,36,14,0,12,105,30,33.5,9.6,.226,.409,.310,.719,33,38,0,0,3,5,4.07,.226,.218,.385,.308,.300,.306,.166,88.2,16.3,37,8.1,1232,35.9,95.9,2407,12.2,86.2,2653,1.5,92.2,1802,31.7,85.5,2710,18.8,96.3,2380,,,,,,,,,,
Armenteros, Rogelio,660494,2019,25,5,18.0,75,70,17,14,2,0,1,18,5,24.0,6.7,.243,.314,.293,.608,8,9,1,0,1,1,4.00,.243,.241,.326,.267,.271,.292,.085,86.9,15.3,32.7,3.8,333,48.3,90.9,2005,3.3,84.3,2323,28.5,82.7,1522,19.8,78.8,2265,,,,,,,,,,,,,
Suarez, Jose,660761,2019,21,19,81.0,375,329,100,60,17,0,23,72,33,19.2,8.8,.304,.565,.381,.947,64,67,0,0,2,6,7.11,.304,.270,.474,.393,.353,.353,.205,88.7,16.7,36.2,8.8,1485,47.2,91.7,2243,3.4,81.4,2476,30.9,81.7,1608,18.5,75.8,2788,,,,,,,,,,,,,
Lopez, Yoan,661255,2019,26,70,60.2,246,224,52,28,11,2,11,42,17,17.1,6.9,.232,.446,.280,.727,23,27,1,3,2,7,3.41,.232,.305,.548,.298,.376,.351,.243,92.2,11.9,36.4,9.6,865,57.1,96.2,2195,39.4,84.3,2411,3.5,91.5,1457,,,,,,,,,,,,,,,,
Clase, Emmanuel,661403,2019,21,21,23.1,94,87,20,11,6,1,2,21,6,22.3,6.4,.230,.391,.287,.678,6,8,1,0,2,3,2.31,.230,.237,.353,.289,.283,.293,.116,86.4,3.2,27.3,4.5,345,5.5,99.5,2537,21.2,90.5,2615,,,,,,,,,,73.3,99.2,2566,,,,,,,
Munoz, Andres,662253,2019,20,22,23.0,97,85,16,8,6,0,2,30,11,30.9,11.3,.188,.329,.278,.608,10,10,1,1,1,1,3.91,.188,.210,.374,.268,.295,.301,.163,88,14.6,39.3,10.7,416,66.6,99.9,2272,31.7,86.3,2380,0.7,95.7,1999,,,,0.5,101.1,2236,0.5,99,2136,,,,,,,
Thornton, Trent,663423,2019,26,32,154.1,677,603,156,99,29,4,24,149,61,22.0,9.0,.259,.439,.328,.767,83,87,0,0,6,9,4.84,.259,.255,.429,.325,.326,.327,.174,88.2,16.8,38.7,7.4,2759,44,92.9,2372,27.1,80.5,3092,8.8,83.3,1497,1.4,73.7,2784,2.6,91.9,2315,15.9,88.1,2690,0,80.7,1345,,,,
Rainey, Tanner,663432,2019,27,52,48.1,214,170,32,18,7,1,6,74,38,34.6,17.8,.188,.347,.346,.693,21,22,0,3,2,3,3.91,.188,.195,.348,.310,.316,.354,.153,90.7,7.5,28.6,8.2,900,70.7,97.7,2420,29,87.2,2499,0.3,90.4,1567,,,,,,,,,,,,,,,,
Allard, Kolby,663465,2019,22,9,45.1,208,185,52,40,7,2,3,33,19,15.9,9.1,.281,.389,.351,.740,25,26,0,0,4,2,4.96,.281,.278,.395,.322,.327,.350,.117,88.5,10.3,30.7,2.6,837,46.5,92.4,2109,,,,15.1,81.6,1652,5.4,77.6,1884,,,,33.1,87.7,2151,,,,,,,
Allen, Logan,663531,2019,22,9,27.2,127,109,36,21,10,1,4,17,13,13.4,10.2,.330,.550,.402,.952,19,20,0,0,2,3,6.18,.330,.326,.545,.401,.407,.409,.219,92.8,3.5,35.8,6.3,449,48.1,92.6,1997,22.9,83.5,2414,21.4,82.4,1186,7.6,76.6,2561,,,,,,,,,,,,,
Lambert, Peter,663567,2019,22,19,89.1,420,371,119,67,29,5,18,57,36,13.6,8.6,.321,.571,.383,.955,72,74,0,0,3,7,7.25,.321,.298,.489,.395,.365,.367,.192,89.8,7.4,37.1,6.5,1581,52.7,92.7,2256,12.1,87.6,2164,21.9,85.2,1534,12.8,78,2277,0.4,92,2247,,,,,,,,,,
Sandoval, Patrick,663776,2019,23,10,39.1,169,146,35,20,9,0,6,42,19,24.9,11.2,.240,.425,.325,.750,22,22,0,0,0,4,5.03,.240,.247,.394,.322,.320,.336,.147,88.4,9.2,32.7,5.6,714,46.4,93,1970,9.2,86.6,2444,31,83.6,1662,13.4,78,2739,,,,,,,,,,,,,
Hicks, Jordan,663855,2019,23,29,28.2,110,98,16,11,3,0,2,31,11,28.2,10.0,.163,.255,.255,.510,10,10,14,1,2,2,3.14,.163,.147,.235,.231,.220,.240,.089,87.1,-1.5,23.9,4.5,435,0.2,100.9,2201,35.2,87,2439,4.8,91,1103,,,,59.8,101.1,2033,,,,,,,,,,
Paddack, Chris,663978,2019,23,26,140.2,568,524,107,62,21,1,23,153,31,26.9,5.5,.204,.380,.254,.633,52,58,0,0,9,7,3.33,.204,.217,.386,.268,.280,.268,.169,87.8,15.7,33.1,7.1,2280,61.1,93.9,2230,,,,28.5,84.5,1707,10.4,76.1,2145,,,,,,,,,,,,,
Lovelady, Richard,663992,2019,24,25,20.0,96,85,30,19,8,1,2,17,8,17.7,8.3,.353,.541,.406,.947,17,17,0,1,0,3,7.65,.353,.233,.323,.393,.277,.309,.091,88.1,8.2,31.4,1.4,366,48.9,93.4,2320,39.3,87.3,2451,0.8,89.3,1887,,,,10.9,94.3,2297,,,,,,,,,,
Lakins Sr., Travis,664042,2019,25,16,23.1,102,89,23,13,8,1,1,18,10,17.6,9.8,.258,.404,.333,.738,10,11,0,0,0,1,3.86,.258,.251,.410,.311,.325,.335,.159,90.1,9.4,35.6,9.6,395,39.7,93.7,2217,,,,3.5,87.3,1574,19.5,81.7,2747,,,,37.2,90.4,2497,,,,,,,
Eshelman, Thomas,664045,2019,25,10,36.0,164,150,47,29,6,0,12,22,11,13.4,6.7,.313,.593,.360,.953,26,31,0,0,1,2,6.50,.313,.309,.557,.389,.390,.363,.249,90.5,16.7,36.9,9.2,609,27.4,85.5,1854,21.2,80.8,1853,17.9,78.7,1284,15.1,76.2,1944,18.4,85.6,1777,,,,,,,,,,
