last_name, first_name,player_id,year,player_age,p_game,p_formatted_ip,p_total_pa,p_ab,p_total_hits,p_single,p_double,p_triple,p_home_run,p_strikeout,p_walk,p_k_percent,p_bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,p_earned_run,p_run,p_save,p_blown_save,p_win,p_loss,p_era,p_opp_batting_avg,xba,xslg,woba,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,n,n_ff_formatted,ff_avg_speed,ff_avg_spin,n_sl_formatted,sl_avg_speed,sl_avg_spin,n_ch_formatted,ch_avg_speed,ch_avg_spin,n_cukc_formatted,cu_avg_speed,cu_avg_spin,n_sift_formatted,si_avg_speed,si_avg_spin,n_fc_formatted,fc_avg_speed,fc_avg_spin,n_fs_formatted,fs_avg_speed,fs_avg_spin,n_kn_formatted,kn_avg_speed,kn_avg_spin,
Carpenter, Ryan,543001,2019,29,9,40.2,197,180,61,34,14,1,12,25,13,12.7,6.6,.339,.628,.386,1.014,42,46,0,0,1,6,9.30,.339,.308,.545,.415,.380,.359,.236,90.7,13.6,39.5,9.6,685,22.8,90,2178,28.3,81.5,2689,14.6,83.3,1864,12,76.1,2769,22.3,89.8,2103,,,,,,,,,,
Chatwood, Tyler,543022,2019,30,38,76.2,324,280,65,47,10,0,8,74,37,22.8,11.4,.232,.354,.330,.684,32,33,2,2,5,3,3.76,.232,.262,.367,.302,.325,.359,.105,87.7,4.7,36.1,2.9,1285,31.7,96.1,2479,,,,7.3,87.7,1789,11.4,81.4,3092,39.5,95.7,2516,10.2,90.2,2760,,,,,,,
Cole, Gerrit,543037,2019,29,33,212.1,817,762,142,82,30,1,29,326,48,39.9,5.9,.186,.343,.236,.579,59,66,0,0,20,5,2.50,.186,.180,.315,.246,.237,.231,.134,87.6,14,33.2,5.9,3360,51.6,97.1,2530,23.2,89.2,2622,7.4,88.6,1870,15.4,82.6,2901,2.4,97.1,2508,,,,,,,,,,
Conley, Adam,543045,2019,29,60,60.2,283,247,76,46,17,3,10,53,29,18.7,10.2,.308,.522,.382,.904,44,45,2,2,2,11,6.53,.308,.268,.452,.375,.339,.351,.184,88.6,16.3,32,6.1,1019,61.8,95.3,2330,13.6,86.1,2113,16.9,86.5,2036,7.7,82.9,2209,,,,,,,,,,,,,
DeSclafani, Anthony,543101,2019,29,31,166.2,696,635,151,93,28,1,29,167,49,24.0,7.0,.238,.422,.293,.715,72,77,0,0,9,9,3.89,.238,.228,.392,.300,.291,.288,.164,89.1,12.3,33.4,7.1,2587,37.2,94.7,2249,24.3,89.4,2315,5.4,88.5,1535,15.1,83.3,2048,18.1,94.5,2086,,,,,,,,,,
Drake, Oliver,543118,2019,32,50,56.0,219,199,36,19,8,0,9,70,19,32.0,8.7,.181,.357,.256,.612,20,20,2,1,5,2,3.21,.181,.199,.354,.261,.270,.272,.155,88.9,7.9,27.1,7,941,40.5,93.5,2146,,,,,,,,,,,,,0.1,90.2,2176,59.4,84,1089,,,,
Eovaldi, Nathan,543135,2019,29,23,67.2,302,261,72,43,13,0,16,70,35,23.2,11.6,.276,.510,.364,.874,45,46,0,1,2,1,5.99,.276,.235,.425,.367,.332,.334,.190,90.8,11.7,31.4,8.8,1228,43.6,97.4,2184,3.3,84.9,2237,,,,17.5,80.5,2173,,,,22.3,93.1,2342,13.4,87.8,1573,,,,
Flynn, Brian,543169,2019,29,11,29.1,139,114,38,27,9,0,2,22,17,15.8,12.2,.333,.465,.417,.882,17,18,0,0,2,2,5.22,.333,.309,.463,.379,.374,.408,.154,90.7,12,38.1,5.2,507,20.7,90.7,2264,41.8,82.5,2324,1.4,82.6,1671,,,,36.1,90.4,2228,,,,,,,,,,
Gagnon, Drew,543193,2019,29,18,23.2,117,108,34,17,6,0,11,17,7,14.5,6.0,.315,.676,.368,1.043,22,26,0,1,3,1,8.37,.315,.261,.553,.425,.361,.318,.292,87.8,16.6,31.9,13.2,401,54.4,92.1,2008,3.7,84.4,2330,32.2,82.1,1934,9.7,79.1,2515,,,,,,,,,,,,,
Gaviglio, Sam,543208,2019,29,52,95.2,392,362,85,49,18,0,18,88,22,22.4,5.6,.235,.434,.283,.717,49,51,0,0,4,2,4.61,.235,.233,.429,.300,.303,.283,.196,88.3,10.2,25.9,6.5,1427,,,,44.3,84.3,2140,9.7,82.5,1232,3.6,79.8,2128,42.4,89.2,2092,,,,,,,,,,
Gray, Sonny,543243,2019,30,31,175.1,708,622,122,80,21,4,17,205,68,29.0,9.6,.196,.325,.278,.603,56,59,0,0,11,8,2.87,.196,.203,.341,.265,.278,.288,.139,88.1,9.1,30.1,6.5,2807,28.6,93.3,2527,21.1,84.7,2868,4.7,89.7,2047,25.4,81.9,2988,19.6,93.1,2441,0.5,89.3,2570,,,,,,,
Hand, Brad,543272,2019,29,60,57.1,242,219,53,34,13,0,6,84,18,34.7,7.4,.242,.384,.310,.693,21,21,34,5,6,4,3.30,.242,.226,.379,.292,.284,.297,.153,88.2,20.7,47.8,6.6,946,42.4,92.7,2420,54.1,81.2,2474,,,,,,,3.5,91.9,2303,,,,,,,,,,
Hardy, Blaine,543278,2019,32,39,44.1,182,164,38,21,5,2,10,29,13,15.9,7.1,.232,.470,.280,.750,22,24,0,0,1,1,4.47,.232,.250,.481,.308,.338,.306,.231,86,12.2,34.3,10.7,689,19.2,88.2,2235,,,,44.8,79.2,1982,20,76.5,1952,1.9,88.8,2173,14.1,86.1,2357,,,,,,,
Hendricks, Kyle,543294,2019,30,30,177.0,730,675,168,108,39,2,19,150,32,20.5,4.4,.249,.397,.286,.683,68,78,0,0,11,10,3.46,.249,.245,.389,.290,.291,.287,.144,86.5,14.2,33.6,5.4,2690,20.5,87.2,2044,,,,28.1,78.6,2115,9.8,71.4,2784,41.6,86.7,1959,,,,,,,,,,
Hudson, Daniel,543339,2019,32,69,73.0,304,267,56,31,17,0,8,71,27,23.4,8.9,.210,.363,.286,.649,20,25,8,4,9,3,2.47,.210,.220,.420,.277,.305,.299,.200,89.3,15.7,32.2,8.9,1217,63.3,96.2,2469,23.3,86.7,2642,6,88.6,2383,,,,7.5,95.6,2445,,,,,,,,,,
Jackson, Jay,543351,2019,32,28,30.1,132,109,22,12,4,0,6,47,18,35.6,13.6,.202,.404,.318,.722,15,15,0,1,1,0,4.45,.202,.206,.406,.309,.315,.325,.199,88.9,15.3,36.9,10.8,532,41.7,94.4,2383,55.3,85.9,2444,3,87.2,1885,,,,,,,,,,,,,,,,
Lyles, Jordan,543475,2019,29,28,141.0,599,538,131,73,28,5,25,146,55,24.4,9.2,.243,.454,.312,.766,65,72,0,0,12,8,4.15,.243,.227,.415,.321,.305,.299,.188,89.9,15,31,8.1,2377,50.2,92.6,2162,9.7,87.5,2333,7,85.6,1549,31.3,80.6,2491,1.7,91.7,2135,,,,,,,,,,
Magill, Matt,543483,2019,30,50,50.2,229,203,51,28,15,1,7,64,20,27.9,8.7,.251,.438,.319,.757,23,31,5,2,5,2,4.09,.251,.255,.443,.316,.324,.326,.188,90.9,13.7,42,9.1,885,51,95.2,2334,18.8,88.4,2501,0.1,89.7,2361,30.1,85.9,2550,,,,0.1,94.6,2388,,,,,,,
May, Trevor,543507,2019,30,65,64.1,266,234,43,28,7,0,8,79,26,29.7,9.8,.184,.316,.271,.587,21,24,2,2,5,3,2.94,.184,.196,.354,.256,.280,.284,.159,87.8,18.6,38.6,7,1166,61.6,95.5,2347,14.5,83.9,2556,10,87.6,1988,12.6,78.9,2527,1.3,96.7,2345,,,,,,,,,,
McHugh, Collin,543521,2019,32,35,74.2,317,280,62,29,19,2,12,82,30,25.9,9.5,.221,.432,.300,.732,39,41,0,0,4,5,4.70,.221,.233,.408,.309,.310,.312,.175,88,15.1,37.8,7,1294,32.4,90.8,2317,43.4,79.5,2825,3.2,83.8,1625,8,74.5,2797,0.8,88.3,2322,12.2,87,2560,,,,,,,
Melville, Tim,543532,2019,30,7,33.1,143,124,34,20,5,0,9,24,14,16.8,9.8,.274,.532,.343,.875,18,18,0,0,2,3,4.86,.274,.276,.520,.364,.367,.351,.244,90.2,14,30.8,10.6,563,33.4,89.2,2006,54.7,83.1,2286,6,82.5,2230,5.9,75.4,2358,,,,,,,,,,,,,
Milone, Tommy,543548,2019,32,23,111.2,453,423,102,48,29,1,24,94,23,20.8,5.1,.241,.485,.280,.765,59,61,0,0,4,10,4.76,.241,.236,.452,.313,.308,.279,.216,87.2,16.5,38,9.6,1670,43.7,87.1,2192,10.3,79.1,2328,38.1,79.4,1745,7.8,75.3,2471,,,,,,,,,,,,,
Montgomery, Mike,543557,2019,30,33,91.0,402,359,113,71,23,1,18,69,34,17.2,8.5,.315,.535,.376,.910,50,55,0,1,3,9,4.95,.315,.306,.522,.382,.380,.373,.216,90.4,7.1,35,8.2,1575,13.8,91.6,1978,,,,21.2,84.3,1787,21.2,77.7,2281,26.8,92.3,1888,17,87.7,2050,,,,,,,
Odorizzi, Jake,543606,2019,29,30,159.0,658,593,139,92,29,2,16,178,53,27.1,8.1,.234,.371,.298,.669,62,65,0,0,15,7,3.51,.234,.230,.399,.289,.299,.296,.169,89.2,18.1,37.1,7.8,2786,57.9,92.9,2236,,,,,,,6.5,75.4,2253,,,,18.4,85.4,2161,17.1,85.2,1489,,,,
Roark, Tanner,543699,2019,33,31,165.1,722,655,180,113,36,3,28,158,51,21.9,7.1,.275,.467,.338,.805,80,84,0,0,10,10,4.35,.275,.261,.452,.340,.332,.327,.191,89,15.5,37.1,8.4,2884,25.5,92.1,2145,21.8,86.3,2255,9.8,84.1,1701,12.8,75.7,2746,30,91.9,2087,,,,,,,,,,
Shaw, Bryan,543766,2019,32,70,72.0,311,275,69,38,15,4,12,58,29,18.6,9.3,.251,.465,.331,.797,43,44,1,6,3,2,5.38,.251,.259,.439,.336,.339,.343,.179,90.5,7.3,32.4,6.8,1188,,,,9.3,83.1,2721,7.5,84,1549,7.7,80.8,2593,,,,75.4,92.5,2396,,,,,,,
Vincent, Nick,543883,2019,33,32,44.2,194,176,47,30,8,1,8,47,12,24.2,6.2,.267,.460,.325,.785,22,23,0,0,1,4,4.43,.267,.259,.451,.324,.326,.322,.192,90,16,37.4,6.9,747,58.8,88.9,2351,0.8,83.5,2560,3.6,83.7,1849,,,,4.7,89.4,2166,32.1,86.9,2417,,,,,,,
Weber, Ryan,543901,2019,29,18,40.2,181,169,48,30,11,2,5,29,8,16.0,4.4,.284,.462,.326,.788,23,25,0,0,2,4,5.09,.284,.260,.414,.333,.310,.305,.154,87.8,8.1,31.2,4.3,674,3,88.4,2122,1.2,86.3,2246,16.6,81.6,1816,29.5,77.6,2415,49.7,89.4,2092,,,,,,,,,,
Webster, Allen,543903,2019,29,12,11.0,52,46,14,9,3,0,2,9,5,17.3,9.6,.304,.500,.385,.885,6,7,1,0,0,0,4.91,.304,.271,.531,.363,.362,.355,.259,89.5,1,32.4,10.8,171,35.7,94.4,2197,42.1,88.1,2456,15.2,87.8,1919,,,,7,93.8,2143,,,,,,,,,,
Wilson, Alex,543935,2019,33,13,11.1,57,48,15,9,3,0,3,13,9,22.8,15.8,.313,.563,.421,.984,12,12,1,0,1,1,9.53,.313,.275,.465,.402,.358,.389,.190,88.8,7.7,42.9,11.4,202,17.3,91.6,2388,53.5,85.7,2455,0.5,88.8,1788,,,,28.2,91.5,2156,0.5,86.1,2512,,,,,,,
Banuelos, Manny,544365,2019,28,16,50.2,235,198,60,39,9,0,12,44,33,18.7,14.0,.303,.530,.400,.930,39,39,0,0,3,4,6.93,.303,.284,.493,.388,.372,.386,.209,88.9,15.8,36.3,8.3,947,22.1,92,2131,33.5,85.3,2265,8.3,82.6,1663,10.3,78.8,2602,25.8,91.4,1896,,,,,,,,,,
Familia, Jeurys,544727,2019,30,66,60.0,274,226,62,40,14,1,7,63,42,23.0,15.3,.274,.438,.391,.829,38,39,0,4,4,2,5.70,.274,.237,.383,.356,.326,.363,.146,87.5,9,31.9,6,1041,16.6,95.9,2211,26.5,88.1,2245,,,,,,,49.4,95.9,2180,,,,7.5,92.2,1754,,,,
Lyons, Tyler,544928,2019,31,14,12.2,54,48,13,5,4,0,4,17,5,31.5,9.3,.271,.604,.352,.956,9,9,0,0,1,2,6.39,.271,.248,.492,.380,.335,.331,.244,90.6,21.7,41.9,12.9,191,16.2,89.8,2173,49.2,79.6,2440,10.5,83.8,1656,,,,24.1,89.6,2169,,,,,,,,,,
Strasburg, Stephen,544931,2019,31,33,209.0,841,768,161,107,25,5,24,251,56,29.8,6.7,.210,.349,.270,.619,77,79,0,0,18,6,3.32,.210,.210,.336,.265,.266,.273,.126,87.9,7.8,29.8,6.1,3383,28.6,93.9,2167,0.4,87.8,2250,20.7,87.7,1679,30.7,81.2,2773,19.7,93.7,2129,,,,,,,,,,
Diaz, Jairo,545064,2019,28,56,57.2,245,223,56,33,13,3,7,63,19,25.7,7.8,.251,.430,.314,.745,29,34,5,3,6,4,4.53,.251,.234,.373,.315,.294,.300,.140,90.1,8.1,32.3,5.6,888,25.1,97.2,2202,43.9,88.2,2413,,,,,,,31,96.8,2140,,,,,,,,,,
Bauer, Trevor,545333,2019,28,34,213.0,911,800,184,100,43,7,34,253,82,27.8,9.0,.230,.429,.313,.742,106,118,0,0,11,13,4.48,.230,.224,.403,.316,.311,.310,.179,88.7,16.4,33.9,8.6,3686,39.7,94.5,2410,13.9,79.6,2737,7.7,86,1707,19.7,79.1,2548,2.6,94.7,2343,16.5,84.6,2640,,,,,,,
Lorenzen, Michael,547179,2019,27,73,83.1,343,307,68,46,12,1,9,85,28,24.8,8.2,.221,.355,.286,.641,27,29,7,4,1,4,2.92,.221,.209,.325,.277,.266,.279,.116,85.5,11.7,32,3.1,1298,21.3,97.2,2538,9.8,87.1,2635,19.5,87.4,2150,7.2,83.8,2531,15.7,96.4,2372,26.5,93.8,2596,,,,,,,
Tanaka, Masahiro,547888,2019,31,32,182.0,759,713,186,111,43,4,28,149,40,19.6,5.3,.261,.450,.300,.751,90,95,0,0,11,9,4.45,.261,.258,.426,.314,.311,.299,.169,89,11,32.6,6,2750,27.3,91.5,2143,36.4,83.3,2390,,,,3.2,76.1,2391,4.7,90.4,1916,1.6,87.5,2077,26.7,86.8,1589,,,,
Ryu, Hyun Jin,547943,2019,32,29,182.2,723,685,160,108,35,0,17,163,24,22.5,3.3,.234,.359,.260,.619,47,53,0,0,14,5,2.32,.234,.247,.368,.263,.279,.277,.120,86.6,7.2,32.5,4.7,2705,27.3,90.7,2084,0.3,80.7,2337,27.5,80,1487,12.2,72.7,2573,13.3,90.1,2021,19.4,87,2065,,,,,,,
Chapman, Aroldis,547973,2019,31,60,57.0,235,205,38,28,7,0,3,85,25,36.2,10.6,.185,.263,.272,.536,14,18,37,5,3,2,2.21,.185,.191,.275,.242,.258,.283,.085,86.9,12.3,39,4.9,969,58.6,98,2484,31.3,85.2,2489,0.1,88.1,1695,,,,10,100.2,2535,,,,,,,,,,
Stripling, Ross,548389,2019,30,32,90.2,370,344,84,49,23,1,11,93,20,25.1,5.4,.244,.413,.286,.699,35,40,0,0,4,4,3.47,.244,.233,.380,.294,.283,.277,.148,89.2,10.8,24.3,6.7,1444,36,90.6,2274,15.9,86.3,2369,14.7,82.7,1584,28.5,79.8,2650,1.9,88.8,2134,2.9,88.5,2314,,,,,,,
Kittredge, Andrew,552640,2019,29,37,49.2,210,194,51,38,5,1,7,58,12,27.6,5.7,.263,.407,.310,.717,23,25,0,0,1,0,4.17,.263,.228,.369,.305,.281,.279,.142,86.9,6.3,31.2,5.1,817,18.5,95.2,2351,37.3,88.3,2744,4.5,85.8,1114,,,,39.7,94.8,2290,,,,,,,,,,
Vazquez, Felipe,553878,2019,28,56,60.0,236,218,43,28,9,1,5,90,13,38.1,5.5,.197,.317,.254,.571,11,12,28,3,5,1,1.65,.197,.202,.339,.247,.261,.259,.136,87.2,14.1,38,7,958,59.4,98.5,2622,16.7,86.8,2746,8,88.5,2021,14.2,82.5,2784,1.7,97.7,2470,,,,,,,,,,
Garcia, Yimi,554340,2019,29,64,62.1,247,225,40,15,9,1,15,66,14,26.7,5.7,.178,.427,.243,.670,25,28,0,3,1,4,3.61,.178,.181,.365,.275,.260,.248,.184,87.2,23.5,29.8,7.5,997,44.1,94.2,2593,17.7,86.9,2663,5.6,87.3,1946,30.8,83.2,2801,1.8,93.5,2507,,,,,,,,,,
Wheeler, Zack,554430,2019,29,31,195.1,828,760,196,140,33,1,22,195,50,23.6,6.0,.258,.391,.300,.690,86,93,0,0,11,8,3.96,.258,.245,.393,.294,.297,.296,.148,87,12.3,34.5,5.3,3158,30,96.8,2341,19.8,91.2,2386,10.2,89,1771,10,80.7,2647,29,96.5,2256,,,,1,88.8,1383,,,,
Pena, Felix,570240,2019,29,22,96.1,407,366,80,45,19,0,16,101,34,24.8,8.4,.219,.402,.295,.696,49,56,0,0,8,3,4.58,.219,.250,.434,.297,.326,.323,.184,89,13.3,34.2,6.8,1570,4.5,91.2,2091,39.4,82.5,2498,11.5,83.9,1675,,,,44.6,91.5,2099,,,,,,,,,,
Valdez, Phillips,570488,2019,28,11,16.0,75,63,17,12,2,0,3,18,9,24.0,12.0,.270,.444,.373,.818,7,7,0,0,0,0,3.94,.270,.221,.366,.351,.310,.333,.145,89,2.1,28.3,4.3,293,0.7,91.7,2449,5.5,84.7,2446,36.2,84.8,2137,,,,57.7,92.2,2456,,,,,,,,,,
Urena, Jose,570632,2019,28,24,84.2,369,338,99,64,22,0,13,62,26,16.8,7.0,.293,.473,.344,.818,49,53,3,2,4,10,5.21,.293,.283,.468,.342,.341,.337,.185,90.7,9.1,33.3,7.9,1372,0.4,94.8,2044,19.9,85.8,2315,10.6,90.1,1712,6.2,84.7,2328,62.9,95.8,2157,,,,,,,,,,
Robles, Hansel,570663,2019,29,71,72.2,283,262,58,41,11,0,6,75,16,26.5,5.7,.221,.332,.261,.594,20,20,23,4,5,1,2.48,.221,.207,.340,.254,.253,.251,.133,89,15.4,29.7,4.7,1141,48.9,97.2,2431,21.5,89.1,2406,22.3,89.5,1588,,,,7.4,96.7,2423,,,,,,,,,,
Cessa, Luis,570666,2019,27,43,81.0,343,305,75,47,13,1,14,75,31,21.9,9.0,.246,.433,.318,.751,37,42,1,0,2,1,4.11,.246,.219,.360,.316,.290,.298,.140,88.3,10.7,30.8,5.1,1304,34,94.6,2301,49.8,84.8,2494,7.4,87.1,1645,0.8,80.7,2398,7.8,93.8,2222,,,,,,,,,,
Boyd, Matthew,571510,2019,28,32,185.1,788,721,178,101,36,2,39,238,50,30.2,6.3,.247,.465,.299,.764,94,101,0,0,9,12,4.56,.247,.218,.402,.320,.291,.276,.184,89.2,19.5,32.2,8.8,3024,49.9,92.1,2383,36.1,79.6,2377,6,79.1,1956,4,72.2,2247,3.9,90.2,2353,0,90.5,2330,,,,,,,
Corbin, Patrick,571578,2019,30,33,202.0,835,746,169,107,37,1,24,238,70,28.5,8.4,.227,.375,.290,.665,73,81,0,0,14,7,3.25,.227,.227,.413,.285,.303,.295,.186,89.9,8.4,31.7,9.4,3299,19.4,91.8,2283,37.1,81.7,2398,5.7,81.8,1646,3.5,67.8,1989,34.3,91.8,2195,,,,,,,,,,
Farmer, Buck,571656,2019,28,73,67.2,288,251,62,37,14,3,8,73,24,25.3,8.3,.247,.422,.316,.738,28,32,0,3,6,6,3.72,.247,.231,.417,.312,.308,.307,.187,89.7,10.2,30.6,7.5,1136,48.9,95,2346,24.8,82.4,2654,26.3,88.1,1800,,,,,,,,,,,,,,,,
Fiers, Mike,571666,2019,34,33,184.2,754,683,166,115,19,2,30,126,53,16.7,7.0,.243,.408,.302,.711,80,82,0,0,15,4,3.90,.243,.244,.434,.303,.318,.306,.191,88,15.6,30.2,7.1,2753,32.4,90.4,2327,17.8,85.8,2484,12.5,84.1,1938,17.5,74.1,2786,19.8,90.2,2258,,,,,,,,,,
Floro, Dylan,571670,2019,29,50,46.2,201,182,46,33,8,1,4,42,14,20.9,7.0,.253,.374,.308,.682,22,25,0,3,5,3,4.24,.253,.248,.378,.285,.290,.308,.130,87.7,10.1,28,5.6,728,20.5,94,2292,28.6,87.9,2156,3.8,87.2,2124,,,,47.1,93.7,2233,,,,,,,,,,
Giles, Ken,571704,2019,29,53,53.0,208,191,36,21,10,0,5,83,17,39.9,8.2,.188,.319,.255,.574,11,11,23,1,2,3,1.87,.188,.180,.316,.247,.245,.247,.135,88.2,15.5,34.3,8.3,810,49,96.9,2323,49.4,86.4,2245,,,,,,,1.6,97.5,2330,,,,,,,,,,
Givens, Mychal,571710,2019,29,58,63.0,260,230,49,29,4,3,13,86,26,33.1,10.0,.213,.426,.296,.722,32,35,11,8,2,6,4.57,.213,.218,.417,.303,.306,.301,.199,88.9,15,41.8,11,1092,70.2,95.3,2383,15.3,87.1,2476,14.5,84.7,2101,,,,,,,,,,,,,,,,
Hale, David,571735,2019,32,20,37.2,157,148,39,23,12,2,2,23,7,14.6,4.5,.264,.412,.299,.712,13,13,2,0,3,0,3.11,.264,.243,.344,.297,.270,.281,.101,86.1,8.7,28.6,2.4,581,31.2,93.7,2265,,,,21.7,82.2,1718,18.8,82.1,2293,28.4,93,2175,,,,,,,,,,
Heaney, Andrew,571760,2019,28,18,95.1,409,370,93,58,15,0,20,118,30,28.9,7.3,.251,.454,.318,.772,52,53,0,0,4,6,4.91,.251,.234,.433,.325,.315,.304,.199,90.4,18.5,35.4,9.8,1688,,,,,,,15.1,84.7,1988,27,79.4,2545,57.9,92.5,2524,,,,,,,,,,
Kline, Branden,571858,2019,28,34,41.0,183,160,44,25,10,0,9,34,19,18.6,10.4,.275,.506,.350,.856,27,28,0,1,1,4,5.93,.275,.297,.520,.360,.383,.376,.223,89.9,12.1,38.3,9.4,708,57.5,96.2,2174,34,86.6,2296,8.5,87.6,1536,,,,,,,,,,,,,,,,
Koch, Matt,571863,2019,29,9,20.2,96,87,29,13,8,0,8,9,4,9.4,4.2,.333,.701,.396,1.097,21,21,0,0,0,0,9.15,.333,.338,.671,.447,.442,.400,.333,91.3,15.3,38.5,10.3,364,48.1,92.3,2123,,,,16.2,85.5,1668,7.4,79.9,2404,,,,28.3,88.9,2149,,,,,,,
Law, Derek,571882,2019,29,58,60.2,285,238,61,36,15,2,8,67,40,23.5,14.0,.256,.437,.365,.802,33,36,5,1,1,2,4.90,.256,.243,.388,.342,.327,.358,.145,89.5,8.5,33.7,4.6,1193,36.7,94,2132,30.5,84.7,2245,12.9,85.8,2014,19.9,76.8,2045,,,,,,,,,,,,,
Markel, Parker,571917,2019,29,20,22.0,110,90,26,13,7,0,6,24,17,21.8,15.5,.289,.567,.418,.985,19,21,0,0,0,1,7.77,.289,.263,.471,.410,.373,.397,.209,89.7,17.1,34.8,9.1,460,40.4,95.6,2400,50.9,83.1,2706,1.3,84.6,1557,,,,7.4,95.3,2311,,,,,,,,,,
Matz, Steven,571927,2019,28,32,160.1,691,626,163,100,32,4,27,153,52,22.1,7.5,.260,.454,.321,.775,75,83,0,0,11,10,4.21,.260,.255,.451,.325,.326,.319,.196,88.9,10.3,31.9,8.6,2701,,,,14.5,89.5,2069,20.1,84.3,2301,14.8,78.5,2448,50.6,93.3,2102,,,,,,,,,,
Mikolas, Miles,571945,2019,31,32,184.0,764,710,193,127,33,6,27,144,32,18.8,4.2,.272,.449,.310,.760,85,90,0,0,9,14,4.16,.272,.271,.443,.319,.323,.313,.172,88.5,10.2,33.3,6.3,2804,27.6,93.7,2302,23.4,87,2327,3.8,87.7,1667,21.4,78.3,2588,23.8,93.4,2229,,,,,,,,,,
Miller, Shelby,571946,2019,29,19,44.0,220,183,58,41,9,0,8,30,29,13.6,13.2,.317,.497,.409,.906,42,46,0,1,1,3,8.59,.317,.279,.494,.384,.382,.389,.215,89.6,13.5,34.4,7.6,862,66.7,94.3,2327,0.5,79.7,2328,2.3,86.7,1870,23.9,79.4,2325,3,94,2339,3.6,88.6,2188,,,,,,,
Paxton, James,572020,2019,31,29,150.2,633,570,138,83,30,2,23,186,55,29.4,8.7,.242,.423,.308,.731,64,71,0,0,15,6,3.82,.242,.220,.379,.310,.291,.291,.158,89.2,17.6,35.1,7.4,2663,59.9,95.4,2263,,,,1.2,86.2,2073,18.9,81.1,2013,,,,20,88.1,2081,,,,,,,
Rosenthal, Trevor,572096,2019,29,22,15.1,85,53,11,10,1,0,0,17,26,20.0,30.6,.208,.226,.482,.709,23,24,0,0,0,1,13.50,.208,.235,.348,.366,.407,.507,.113,86.6,10.9,34.2,5.3,405,69.9,98,2348,24.4,88,2212,3.5,87.6,1788,,,,2.2,98.3,2295,,,,,,,,,,
Skaggs, Tyler,572140,2019,28,15,79.2,335,302,73,50,13,1,9,78,28,23.3,8.4,.242,.381,.307,.688,38,41,0,0,7,7,4.29,.242,.259,.424,.297,.321,.325,.164,88.6,15.8,37,6.2,1386,50.4,91.3,2193,,,,15.9,83.8,1699,33.7,75.1,2609,,,,,,,,,,,,,
Smith, Burch,572143,2019,29,17,21.1,106,90,26,17,5,1,3,20,14,18.9,13.2,.289,.467,.387,.853,13,14,0,1,0,1,5.48,.289,.247,.439,.361,.336,.354,.192,89,18,42.3,4.2,425,63.3,92.6,2279,0.2,85.7,2247,16.2,82.2,1866,20,78.2,2388,0.2,92,2153,,,,,,,,,,
Tepera, Ryan,572193,2019,32,23,21.2,91,80,20,10,4,1,5,14,8,15.4,8.8,.250,.513,.308,.820,12,12,0,0,0,2,4.98,.250,.275,.505,.329,.352,.339,.230,88.4,16.2,33.3,7.2,340,20.9,93.4,2275,4.7,82.3,2374,6.8,85.6,1225,,,,35.6,93.7,2251,32.1,88.2,2414,,,,,,,
Erlin, Robbie,572362,2019,29,37,55.1,251,231,72,55,11,0,6,52,15,20.7,6.0,.312,.437,.351,.788,33,36,0,1,0,1,5.37,.312,.273,.440,.336,.326,.319,.167,87.9,9.8,36.6,6,959,29.6,90.7,2376,10.2,88.2,2491,16.6,83.5,1546,22.3,76.2,2598,21.3,90.5,2242,,,,,,,,,,
VerHagen, Drew,572403,2019,29,22,58.0,258,230,70,44,15,2,9,51,23,19.8,8.9,.304,.504,.376,.880,38,40,0,0,4,3,5.90,.304,.259,.426,.370,.333,.337,.168,89.1,8.8,30,7.2,945,12.6,93.8,2318,30.4,84.8,2279,0.6,89.1,2127,16.4,78.5,2414,40,92.9,2239,,,,,,,,,,
Bard, Luke,572703,2019,29,32,49.0,199,180,41,27,6,0,8,40,13,20.1,6.5,.228,.394,.296,.691,26,27,0,1,3,3,4.78,.228,.247,.420,.294,.315,.314,.174,87.5,17.8,31.9,7.1,794,34.6,94.2,2746,50.4,86,2891,5.4,87.2,1823,,,,9.6,94.2,2755,,,,,,,,,,
Greene, Shane,572888,2019,31,65,62.2,252,230,46,31,7,0,8,64,17,25.4,6.7,.200,.335,.262,.597,16,22,23,5,0,3,2.30,.200,.229,.414,.257,.302,.291,.185,89.5,13.6,33.9,8.3,949,1.9,93.9,2295,21.4,80.2,2593,0.5,85.4,1714,,,,45.1,92.6,2173,31.1,87.7,2473,,,,,,,
Keuchel, Dallas,572971,2019,31,19,112.2,487,434,115,81,14,4,16,91,39,18.7,8.0,.265,.426,.335,.761,47,50,0,0,8,8,3.75,.265,.260,.422,.327,.328,.334,.162,88.8,2.9,26.1,6.9,1864,5.2,89.4,2123,11.4,78.4,2229,14.5,79.7,1572,,,,49,88.3,2006,19.8,86.1,2134,,,,,,,
Lucas, Josh,572998,2019,29,9,15.2,69,59,14,10,2,0,2,16,7,23.2,10.1,.237,.373,.304,.677,10,12,1,0,0,0,5.74,.237,.237,.377,.288,.304,.314,.140,88.5,12.3,30.4,6.5,273,26.4,90.3,2204,42.5,83.3,2586,,,,3.7,81.5,2415,27.5,89.8,2144,,,,,,,,,,
