last_name, first_name,player_id,year,player_age,b_ab,b_total_pa,b_total_hits,b_single,b_double,b_triple,b_home_run,b_strikeout,b_walk,b_k_percent,b_bb_percent,batting_avg,slg_percent,on_base_percent,on_base_plus_slg,b_rbi,r_total_stolen_base,b_game,b_hit_by_pitch,r_run,r_stolen_base_2b,r_stolen_base_3b,r_stolen_base_pct,xba,xslg,woba,xwoba,xobp,xiso,exit_velocity_avg,launch_angle_avg,sweet_spot_percent,barrel_batted_rate,groundballs_percent,flyballs_percent,linedrives_percent,popups_percent,sprint_speed,
LeMahieu, DJ,518934,2020,32,195,216,71,49,10,2,10,21,18,9.7,8.3,.364,.590,.421,1.011,27,3,50,2,41,2,1,,.308,.453,.429,.361,.371,.145,91.3,2.3,29.7,2.9,57.1,12,29.1,1.7,26.1,
Rizzo, Anthony,519203,2020,31,203,243,45,28,6,0,11,38,28,15.6,11.5,.222,.414,.342,.755,24,3,58,10,26,3,0,,.265,.411,.326,.353,.381,.146,87.7,16.7,34.7,7.8,40.1,19.2,29.3,11.4,24.8,
Flores, Wilmer,527038,2020,29,198,213,53,29,11,1,12,36,13,16.9,6.1,.268,.515,.315,.830,32,1,55,1,30,1,0,,.245,.430,.347,.309,.294,.185,87.9,19,37.4,6.1,33.7,24.5,30.7,11,25.1,
Garcia, Avisail,541645,2020,29,181,207,43,31,10,0,2,49,20,23.7,9.7,.238,.326,.333,.659,15,1,53,6,20,1,0,,.244,.375,.296,.317,.339,.131,87.4,8.7,37.1,3.8,48.5,17.4,28.8,5.3,28.0,
Ozuna, Marcell,542303,2020,30,228,267,77,45,14,0,18,60,38,22.5,14.2,.338,.636,.431,1.067,56,0,60,0,38,0,0,,.312,.633,.444,.435,.410,.320,93,16.4,39.1,15.4,37.3,22.5,31.4,8.9,27.1,
Villar, Jonathan,542340,2020,29,185,207,43,36,5,0,2,54,19,26.1,9.2,.232,.292,.300,.591,15,16,52,0,13,11,5,,.208,.277,.266,.253,.279,.069,86.6,1.6,18.7,1.5,59.7,14.2,18.7,7.5,27.1,
Aguilar, Jesus,542583,2020,30,188,216,52,34,10,0,8,40,23,18.5,10.6,.277,.457,.352,.809,34,0,51,1,31,0,0,,.271,.452,.347,.345,.348,.182,89.3,16,37.5,7.2,37.5,21.1,33.6,7.9,24.5,
Crawford, Brandon,543063,2020,33,172,193,44,24,12,0,8,47,15,24.4,7.8,.256,.465,.326,.792,28,1,54,4,26,1,0,,.234,.396,.334,.307,.310,.162,88.7,12.4,35.4,9.4,41.7,22,30.7,5.5,25.7,
Grossman, Robbie,543257,2020,31,166,192,40,18,12,2,8,38,21,19.8,10.9,.241,.482,.344,.826,23,8,51,5,23,7,1,,.239,.397,.351,.326,.342,.158,89,15.2,33.6,5.5,39.8,24.2,28.1,7.8,27.5,
Hicks, Aaron,543305,2020,31,169,211,38,20,10,2,6,38,41,18.0,19.4,.225,.414,.379,.793,21,4,54,1,28,4,0,,.254,.432,.351,.372,.403,.178,88.2,11.1,29.8,6.9,47.3,21.4,23.7,7.6,27.5,
Rendon, Anthony,543685,2020,30,189,232,54,33,11,1,9,31,38,13.4,16.4,.286,.497,.418,.915,31,0,52,5,29,0,0,,.286,.467,.395,.388,.418,.181,90.1,19.5,39.2,6.3,34.8,24.1,33.5,7.6,26.4,
Semien, Marcus,543760,2020,30,211,236,47,30,9,1,7,50,25,21.2,10.6,.223,.374,.305,.679,23,4,53,0,28,4,0,,.203,.344,.299,.281,.287,.141,86.2,19.3,32.9,5,32.9,29.2,25.5,12.4,28.1,
Springer III, George,543807,2020,31,189,222,50,28,6,2,14,38,24,17.1,10.8,.265,.540,.356,.896,32,1,51,5,37,0,1,,.290,.560,.379,.400,.382,.269,88.7,18.3,35.3,12.4,35.9,21.6,30.1,12.4,28.2,
Vazquez, Christian,543877,2020,30,173,189,49,33,9,0,7,43,16,22.8,8.5,.283,.457,.344,.801,23,4,47,0,22,3,1,,.221,.356,.346,.284,.287,.134,88.4,14.4,33.1,4.6,41.5,23.8,25.4,9.2,25.0,
Wong, Kolten,543939,2020,30,181,208,48,41,4,2,1,30,20,14.4,9.6,.265,.326,.346,.672,16,5,53,4,26,4,1,,.234,.304,.305,.285,.322,.070,86.5,10.8,31.2,0.6,51.9,14.9,24.7,8.4,26.7,
Gregorius, Didi,544369,2020,30,215,237,61,39,10,2,10,28,15,11.8,6.3,.284,.488,.338,.826,40,3,60,4,34,3,0,,.262,.394,.348,.310,.321,.132,83.8,17.8,35.3,4.2,38.4,20,28.9,12.6,27.1,
Grichuk, Randal,545341,2020,29,216,231,59,38,9,0,12,49,13,21.2,5.6,.273,.481,.312,.793,35,1,55,0,38,1,0,,.266,.463,.334,.330,.309,.198,88.9,12.6,27.2,11.2,42.6,20.7,26,10.7,27.7,
Trout, Mike,545361,2020,29,199,241,56,28,9,2,17,56,35,23.2,14.5,.281,.603,.390,.993,46,1,53,3,41,1,0,,.286,.602,.407,.422,.399,.315,93.7,23.1,36.1,15,25.9,34.7,29.9,9.5,28.9,
Ruiz, Rio,547004,2020,26,185,204,41,21,11,0,9,46,17,22.5,8.3,.222,.427,.284,.711,32,1,54,0,25,1,0,,.211,.354,.303,.276,.276,.143,87.9,10.5,27.7,8.5,47.5,18.4,25.5,8.5,25.2,
Harper, Bryce,547180,2020,28,190,244,51,27,9,2,13,43,49,17.6,20.1,.268,.542,.418,.960,33,8,58,2,41,6,2,,.308,.656,.400,.453,.451,.348,92.5,16,33.3,17.3,40,27.3,28,4.7,27.9,
Abreu, Jose,547989,2020,33,240,262,76,42,15,0,19,59,18,22.5,6.9,.317,.617,.370,.987,60,0,60,3,43,0,0,,.299,.587,.411,.398,.357,.288,92.9,10.9,37.4,14.3,45.1,19.2,31.3,4.4,26.8,
Suarez, Eugenio,553993,2020,29,198,231,40,17,8,0,15,67,30,29.0,13.0,.202,.470,.312,.781,38,2,57,2,29,2,0,,.216,.472,.332,.341,.325,.255,89.1,17.9,29.5,14.4,36.4,30.3,25.8,7.6,25.9,
Gonzalez, Erik,570481,2020,29,181,193,41,24,13,1,3,51,8,26.4,4.1,.227,.359,.254,.613,20,2,50,0,14,1,1,,.236,.394,.262,.292,.274,.157,88.5,5.5,33.6,6.7,47.8,15.7,30.6,6,27.3,
Arenado, Nolan,571448,2020,29,182,201,46,29,9,0,8,20,15,10.0,7.5,.253,.434,.303,.738,26,0,48,0,23,0,0,,.234,.388,.308,.286,.288,.154,87.8,19.1,27.1,5.4,36.7,23.5,23.5,16.3,24.8,
Muncy, Max,571970,2020,30,203,248,39,23,4,0,12,60,39,24.2,15.7,.192,.389,.331,.720,27,1,58,4,36,1,0,,.229,.473,.316,.360,.362,.244,88.5,14.2,29,12.4,44.8,24.1,25.5,5.5,27.3,
Myers, Wil,571976,2020,30,198,218,57,26,14,2,15,56,18,25.7,8.3,.288,.606,.353,.959,40,2,55,2,34,2,0,,.282,.583,.400,.392,.348,.301,91,13.4,40.8,14.8,38.7,26.1,31.7,3.5,28.3,
Pollock, AJ,572041,2020,33,196,210,54,29,9,0,16,45,12,21.4,5.7,.276,.566,.314,.881,34,2,55,0,30,2,0,,.271,.499,.364,.346,.313,.228,89.6,13,37.9,10.5,39.2,24.8,30.7,5.2,28.2,
Seager, Kyle,572122,2020,33,203,248,49,28,12,0,9,33,32,13.3,12.9,.241,.433,.355,.788,40,5,60,7,35,5,0,,.252,.472,.338,.365,.371,.220,89.1,17.7,30.7,10.2,36.4,33,22.7,8,25.4,
Voit III, Luke,572228,2020,29,213,234,59,32,5,0,22,54,17,23.1,7.3,.277,.610,.338,.948,52,0,56,3,41,0,0,,.279,.584,.393,.388,.340,.305,88.9,15.2,37.5,13.1,41.3,21.9,30,6.9,24.9,
Walker, Christian,572233,2020,29,218,243,59,33,18,1,7,50,19,20.6,7.8,.271,.459,.333,.792,34,1,57,3,35,1,0,,.264,.449,.339,.337,.329,.185,90.4,11.5,34.5,6.4,42.7,22.2,28.7,6.4,26.9,
Dickerson, Corey,572816,2020,31,194,210,50,37,5,1,7,35,15,16.7,7.1,.258,.402,.310,.712,17,1,52,0,25,1,0,,.252,.398,.308,.307,.306,.146,85.7,11.1,25.8,5.7,52.2,20.1,20.8,6.9,27.0,
Yastrzemski, Mike,573262,2020,30,192,225,57,29,14,4,10,55,30,24.4,13.3,.297,.568,.400,.968,35,2,54,3,39,2,0,,.251,.488,.407,.364,.360,.238,88.2,18.4,35,10.9,38.7,19.7,30.7,10.9,27.5,
Contreras, Willson,575929,2020,28,189,225,46,29,10,0,7,57,20,25.3,8.9,.243,.407,.356,.763,26,1,57,14,37,1,0,,.249,.440,.336,.353,.361,.192,89.8,9.1,35.8,10.4,49.3,14.9,29.1,6.7,27.3,
Canha, Mark,592192,2020,31,191,243,47,28,12,2,5,54,37,22.2,15.2,.246,.408,.387,.795,33,4,59,10,32,4,0,,.238,.411,.351,.356,.384,.173,89.7,19.4,37.3,7.7,33.8,28.9,28.9,8.5,27.6,
Castellanos, Nick,592206,2020,28,218,242,49,22,11,2,14,69,19,28.5,7.9,.225,.486,.298,.784,34,0,60,4,37,0,0,,.272,.539,.329,.372,.340,.267,91,16.5,39.3,16,36,24,35.3,4.7,27.7,
Machado, Manny,592518,2020,28,224,254,68,39,12,1,16,37,26,14.6,10.2,.304,.580,.370,.950,47,6,60,0,44,5,1,,.302,.536,.391,.384,.374,.234,90.2,15.6,34.6,11,38.2,21.5,29.8,10.5,26.4,
Moran, Colin,592567,2020,28,178,200,44,24,10,0,10,52,19,26.0,9.5,.247,.472,.325,.797,23,0,52,2,28,0,0,,.252,.476,.340,.348,.331,.223,91.9,8.3,32.3,13.4,57.5,13.4,24.4,4.7,24.2,
Realmuto, J.T.,592663,2020,29,173,195,46,29,6,0,11,48,16,24.6,8.2,.266,.491,.349,.840,32,4,47,6,33,4,0,,.246,.498,.361,.356,.331,.252,90.2,11.6,32.8,13.6,48.8,20.8,23.2,7.2,28.2,
Rosario, Eddie,592696,2020,29,210,231,54,34,7,0,13,34,19,14.7,8.2,.257,.476,.316,.792,42,3,57,0,31,3,0,,.244,.435,.333,.316,.305,.191,87.5,18.1,30.3,6.2,36.5,29.2,23.6,10.7,26.8,
Yelich, Christian,592885,2020,29,200,247,41,21,7,1,12,76,46,30.8,18.6,.205,.430,.356,.786,22,4,58,1,39,4,0,,.248,.468,.343,.375,.391,.220,94,7.1,32.3,12.1,51.6,19.4,26.6,2.4,28.1,
Merrifield, Whit,593160,2020,31,248,265,70,49,12,0,9,33,12,12.5,4.5,.282,.440,.325,.764,30,12,60,4,38,8,4,,.292,.439,.329,.336,.334,.146,86.1,15.8,39.8,5.1,37.5,23.6,34.3,4.6,28.4,
Bogaerts, Xander,593428,2020,28,203,225,61,42,8,0,11,41,21,18.2,9.3,.300,.502,.364,.867,28,8,56,0,36,5,3,,.257,.468,.368,.339,.325,.211,89,8.7,31.3,8.6,45.4,24.5,25.2,4.9,27.7,
Alberto, Hanser,593643,2020,28,219,231,62,44,15,0,3,30,5,13.0,2.2,.283,.393,.303,.696,22,3,54,3,35,3,0,,.244,.316,.301,.259,.269,.072,82.3,13.2,32.6,1,47.2,16.6,26.4,9.8,26.8,
Polanco, Jorge,593871,2020,27,209,226,54,42,8,0,4,35,13,15.5,5.8,.258,.354,.301,.655,19,4,55,1,22,4,0,,.263,.381,.289,.304,.308,.118,86.6,16.1,39,2.8,37.3,26.6,28.2,7.9,27.8,
Sano, Miguel,593934,2020,27,186,205,38,13,12,0,13,90,18,43.9,8.8,.204,.478,.278,.757,25,0,53,1,31,0,0,,.214,.478,.317,.324,.287,.264,95.2,20.2,31.3,22.9,37.5,25,27.1,10.4,26.5,
Calhoun, Kole,594777,2020,33,190,228,43,18,9,0,16,50,28,21.9,12.3,.226,.526,.338,.864,40,1,54,6,35,1,0,,.258,.506,.362,.373,.365,.249,89.4,17,36.1,11.8,40.3,25,28.5,6.3,25.9,
Duvall, Adam,594807,2020,32,190,209,45,21,8,0,16,54,15,25.8,7.2,.237,.532,.301,.833,33,0,57,3,34,0,0,,.227,.513,.348,.340,.293,.286,88.1,22.9,30.7,13.9,29.9,33.6,24.1,12.4,28.0,
Profar, Jurickson,595777,2020,27,180,202,50,37,6,0,7,28,15,13.9,7.4,.278,.428,.342,.769,25,7,56,4,28,6,1,,.279,.406,.335,.334,.347,.127,87.2,11,35.5,3.2,43.9,16.8,29.7,9.7,27.0,
Baez, Javier,595879,2020,28,222,235,45,27,9,1,8,75,7,31.9,3.0,.203,.360,.238,.599,24,3,59,4,27,3,0,,.214,.377,.256,.274,.252,.163,89.4,10.3,24.8,8.1,50.3,18.8,22.1,8.7,27.9,
Lindor, Francisco,596019,2020,27,236,266,61,40,13,0,8,41,24,15.4,9.0,.258,.415,.335,.750,27,7,60,4,30,7,0,,.278,.439,.324,.345,.354,.162,89.9,13.5,36.5,5.6,39.6,22.8,33,4.6,27.4,
Story, Trevor,596115,2020,28,235,259,68,40,13,4,11,63,24,24.3,9.3,.289,.519,.355,.874,28,15,59,0,41,14,1,,.252,.453,.370,.333,.321,.201,89.9,20.8,40.1,8.7,29.7,26.2,33.1,11,29.0,
Kepler, Max,596146,2020,27,171,196,39,21,9,0,9,36,22,18.4,11.2,.228,.439,.321,.760,23,3,48,2,27,3,0,,.256,.422,.328,.338,.347,.166,88.5,21.9,30.9,5.1,32.4,21.3,30.1,16.2,28.1,
Franco, Maikel,596748,2020,28,223,243,62,38,16,0,8,38,16,15.6,6.6,.278,.457,.321,.778,38,1,60,0,23,1,0,,.254,.394,.329,.304,.302,.140,86.7,8.4,33.3,5.8,46,13.2,30.2,10.6,24.6,
Bradley Jr., Jackie,598265,2020,30,191,217,54,36,11,0,7,48,23,22.1,10.6,.283,.450,.364,.814,22,5,55,2,32,5,0,,.226,.371,.352,.305,.315,.144,88.3,4.4,29.2,7.6,54.9,18.8,23.6,2.8,27.3,
La Stella, Tommy,600303,2020,31,196,228,55,34,14,2,5,12,27,5.3,11.8,.281,.449,.368,.817,25,1,55,2,31,1,0,,.274,.424,.355,.348,.365,.150,88,17.1,32.1,4.8,40.1,24.1,26.7,9.1,25.4,
Nunez, Renato,600524,2020,26,195,216,50,28,10,0,12,64,17,29.6,7.9,.256,.492,.324,.816,31,0,52,3,29,0,0,,.227,.431,.347,.315,.298,.204,86.3,21.1,37.9,12.1,32.6,21.2,31.8,14.4,26.6,
Candelario, Jeimer,600869,2020,27,185,206,55,34,11,3,7,49,20,23.8,9.7,.297,.503,.369,.872,29,1,52,1,30,1,0,,.275,.466,.373,.353,.349,.191,90.2,13.3,37.5,10.3,40.4,19.1,35.3,5.1,26.9,
Ahmed, Nick,605113,2020,30,199,217,53,37,10,1,5,46,18,21.2,8.3,.266,.402,.327,.729,29,4,57,0,29,4,0,,.244,.374,.318,.302,.307,.129,87.7,9.4,30.1,5.2,51.6,15,26.1,7.2,28.1,
Anderson, Brian,605119,2020,27,200,229,51,32,7,1,11,66,22,28.8,9.6,.255,.465,.345,.810,38,0,59,6,27,0,0,,.227,.426,.348,.324,.321,.199,87.4,9.6,34.8,9.6,48.9,21.5,26.7,3,26.4,
Bell, Josh,605137,2020,28,195,223,44,33,3,0,8,59,22,26.5,9.9,.226,.364,.305,.669,22,0,57,2,22,0,0,,.228,.381,.286,.297,.308,.153,91.7,5.9,24.3,8.6,56.4,15.7,22.9,5,26.2,
Betts, Mookie,605141,2020,28,219,246,64,38,9,1,16,38,24,15.4,9.8,.292,.562,.366,.927,39,10,55,2,47,7,2,,.281,.481,.390,.359,.356,.200,90.7,18.5,40.1,7.7,33,25.8,34.6,6.6,28.3,
Davis, J.D.,605204,2020,27,190,229,47,32,9,0,6,56,31,24.5,13.5,.247,.389,.371,.761,19,0,56,7,26,0,0,,.256,.428,.339,.357,.379,.171,90.1,3.3,29.6,8.9,56.3,14.1,26.7,3,27.2,
Arcia, Orlando,606115,2020,26,173,189,45,29,10,1,5,32,14,16.9,7.4,.260,.416,.317,.734,20,2,59,1,22,2,0,,.279,.425,.317,.336,.337,.147,89,9.6,37.3,5.6,47.2,13.4,33.1,6.3,26.2,
Tapia, Raimel,606132,2020,26,184,206,59,48,8,2,1,38,14,18.4,6.8,.321,.402,.364,.766,17,8,51,2,26,6,2,,.251,.331,.338,.290,.310,.080,85.3,1.8,28.7,2,56,14.7,26.7,2.7,28.2,
Hernandez, Teoscar,606192,2020,28,190,207,55,32,7,0,16,63,14,30.4,6.8,.289,.579,.338,.917,34,6,50,1,33,3,3,,.294,.608,.384,.398,.344,.315,93.3,15.3,40.6,18,38.3,27.3,30.5,3.9,28.3,
Marte, Ketel,606466,2020,27,181,195,52,35,14,1,2,21,7,10.8,3.6,.287,.409,.323,.732,17,1,45,4,19,1,0,,.261,.375,.316,.301,.305,.114,89.2,10,28.8,3.7,46.6,17.2,27.6,8.6,27.7,
Nimmo, Brandon,607043,2020,27,186,225,52,33,8,3,8,43,33,19.1,14.7,.280,.484,.404,.888,18,1,55,6,33,1,0,,.254,.425,.387,.361,.383,.172,87.2,7.6,30.8,7.7,47.6,16.1,29.4,7,28.0,
Turner, Trea,607208,2020,27,233,259,78,47,15,4,12,36,22,13.9,8.5,.335,.588,.394,.982,41,12,59,2,46,9,3,,.299,.509,.413,.379,.365,.209,90.5,9.5,34.2,9.5,44.7,18.1,31.7,5.5,30.1,
Pillar, Kevin,607680,2020,31,208,223,60,39,12,3,6,41,13,18.4,5.8,.288,.462,.336,.798,26,5,54,2,34,4,1,,.268,.427,.341,.323,.317,.159,87.1,13.4,34.7,5.4,40.7,22.2,30.5,6.6,27.8,
Ramirez, Jose,608070,2020,28,219,254,64,30,16,1,17,43,31,16.9,12.2,.292,.607,.386,.993,46,10,58,3,45,8,2,,.263,.505,.415,.372,.361,.242,88.7,23.2,36.7,10.2,29.9,26,28.2,15.8,27.2,
Gallo, Joey,608336,2020,27,193,226,35,17,8,0,10,79,29,35.0,12.8,.181,.378,.301,.679,26,2,57,4,23,2,0,,.190,.411,.297,.313,.308,.221,91.2,26.8,28.9,14,31.6,29.8,21.1,17.5,27.1,
Seager, Corey,608369,2020,26,212,232,65,37,12,1,15,37,17,15.9,7.3,.307,.585,.358,.943,41,1,52,1,38,1,0,,.326,.645,.394,.427,.376,.319,93.2,11.9,38.4,15.8,40.1,24.9,33.3,1.7,27.0,
Mondesi, Adalberto,609275,2020,25,219,233,56,36,11,3,6,70,11,30.0,4.7,.256,.416,.292,.707,22,24,59,1,33,18,6,,.213,.353,.305,.266,.254,.140,90.6,13.7,19.9,7.3,51.7,19.9,15.2,13.2,29.4,
Reyes, Franmil,614177,2020,25,211,241,58,39,10,0,9,69,24,28.6,10.0,.275,.450,.344,.795,34,0,59,1,27,0,0,,.240,.434,.341,.336,.322,.193,92.4,11.2,31.3,12.9,51,19,23.8,6.1,26.2,
Swanson, Dansby,621020,2020,26,237,264,65,40,15,0,10,71,22,26.9,8.3,.274,.464,.345,.809,35,5,60,4,49,4,1,,.266,.472,.348,.352,.340,.206,89.1,14.7,40.7,11.4,38.9,25.1,31.7,4.2,28.5,
Taylor, Chris,621035,2020,30,185,214,50,30,10,2,8,55,26,25.7,12.1,.270,.476,.364,.840,32,3,56,2,30,2,1,,.270,.485,.364,.370,.366,.215,88,9.1,35.1,11.5,48.1,16.8,32.1,3.1,28.4,
Correa, Carlos,621043,2020,26,201,221,53,39,9,0,5,49,16,22.2,7.2,.264,.383,.326,.709,25,0,58,3,22,0,0,,.253,.400,.309,.313,.318,.147,88.8,11.3,26.1,5.9,49.7,17.6,23.5,9.2,27.2,
Olson, Matt,621566,2020,26,210,245,41,22,4,1,14,77,34,31.4,13.9,.195,.424,.310,.734,42,1,60,1,28,1,0,,.221,.447,.316,.336,.332,.226,92.3,19.6,30.1,12.8,35.3,24.1,27.8,12.8,25.9,
Reyes, Victor,622682,2020,26,202,213,56,43,7,2,4,45,9,21.1,4.2,.277,.391,.315,.706,14,8,57,2,30,7,1,,.286,.428,.307,.328,.323,.142,90,10.7,39.5,3.8,47.1,18.5,32.5,1.9,27.9,
Alonso, Pete,624413,2020,26,208,239,48,26,6,0,16,61,24,25.5,10.0,.231,.490,.326,.817,35,1,57,6,31,1,0,,.222,.455,.342,.329,.319,.233,90.2,15.5,30.4,12.8,39.9,27,22.3,10.8,26.2,
Biggio, Cavan,624415,2020,25,220,265,55,31,16,0,8,61,41,23.0,15.5,.250,.432,.374,.805,28,6,59,3,41,4,2,,.214,.343,.355,.315,.345,.129,87.4,16.7,31.4,5,39.6,30.2,24.5,5.7,27.7,
Conforto, Michael,624424,2020,27,202,233,65,44,12,0,9,57,24,24.5,10.3,.322,.515,.412,.927,31,3,54,7,40,2,1,,.280,.474,.401,.373,.376,.194,88.4,11,38.6,11,41.4,17.9,34.5,6.2,26.8,
Frazier, Adam,624428,2020,29,209,230,48,34,7,0,7,35,17,15.2,7.4,.230,.364,.296,.659,23,1,58,3,22,1,0,,.250,.376,.291,.307,.315,.126,85.5,12.3,34.9,4,45.1,20.6,26.3,8,27.1,
Cronenworth, Jake,630105,2020,26,172,192,49,27,15,3,4,30,18,15.6,9.4,.285,.477,.354,.831,20,3,54,1,26,2,1,,.321,.538,.356,.396,.387,.217,89.8,10.6,37.8,10.5,44.8,18.9,33.6,2.8,28.7,
Anderson, Tim,641313,2020,27,208,221,67,45,11,1,10,50,10,22.6,4.5,.322,.529,.357,.886,21,5,49,2,45,5,0,,.291,.506,.376,.357,.329,.214,87.2,6.7,33.3,10.1,56,15.7,27,1.3,28.7,
